Type;Date;Price;
0;11.01.2009 11:32:44;112.91;
0;11.01.2009 11:36:35;113.1;
1;11.01.2009 11:51:59;113.21;
1;11.01.2009 12:02:47;113.01;
0;11.01.2009 12:12:58;113.22;
1;11.01.2009 12:14:48;113.36;
0;11.01.2009 12:24:36;113.09;
0;11.01.2009 12:30:47;112.91;
0;11.01.2009 12:34:36;112.79;
0;11.01.2009 12:35:34;112.77;
1;11.01.2009 12:43:16;112.63;
1;11.01.2009 12:50:32;112.78;
1;11.01.2009 13:13:14;112.65;
0;11.01.2009 13:18:53;112.73;
0;11.01.2009 13:19:19;112.86;
0;11.01.2009 13:23:14;112.93;
1;11.01.2009 13:50:32;113.1;
0;11.01.2009 13:59:47;112.93;
0;11.01.2009 14:14:54;112.82;
0;11.01.2009 14:25:22;112.81;
0;11.01.2009 15:13:25;112.33;
0;11.01.2009 15:18:33;112.13;
0;11.01.2009 15:21:25;111.93;
0;11.01.2009 15:21:57;111.94;
0;11.01.2009 15:28:29;111.75;
0;11.01.2009 15:33:38;111.61;
0;11.01.2009 15:34:39;111.43;
1;11.01.2009 15:34:53;111.5;
0;11.01.2009 15:35:55;111.64;
1;11.01.2009 15:39:00;111.75;
1;11.01.2009 15:42:27;111.57;
0;11.01.2009 15:43:35;111.7;
1;11.01.2009 15:46:00;112.07;
0;11.01.2009 16:02:02;111.89;
0;11.01.2009 16:04:42;111.84;
0;11.01.2009 16:08:20;111.79;
0;11.01.2009 16:17:02;111.68;
0;11.01.2009 16:20:05;111.49;
1;11.01.2009 16:25:35;111.37;
0;11.01.2009 16:30:51;111.55;
1;11.01.2009 16:32:21;111.57;
0;11.01.2009 16:37:48;111.28;
0;11.01.2009 16:39:34;111.09;
0;11.01.2009 16:45:06;110.8;
0;11.01.2009 16:47:25;110.76;
0;11.01.2009 16:48:18;110.76;
1;11.01.2009 16:48:44;110.75;
0;11.01.2009 16:52:04;110.96;
0;11.01.2009 17:03:58;111.05;
1;11.01.2009 17:12:31;111.36;
1;11.01.2009 17:17:24;111.2;
0;11.01.2009 17:23:40;111.62;
0;11.01.2009 17:27:19;111.65;
0;11.01.2009 17:29:52;111.97;
1;11.01.2009 17:36:00;112.23;
0;11.01.2009 17:37:10;112.07;
0;11.01.2009 17:42:54;111.99;
1;11.01.2009 17:45:21;111.78;
1;11.01.2009 17:51:01;111.98;
0;11.01.2009 18:17:10;111.77;
0;11.01.2009 18:18:21;111.77;
0;11.01.2009 18:26:50;111.53;
0;11.01.2009 18:31:07;111.48;
1;11.01.2009 18:32:34;111.36;
0;11.01.2009 18:39:46;111.47;
1;11.01.2009 18:44:05;111.63;
0;12.01.2009 10:30:03;110.95;
1;12.01.2009 10:30:26;110.9;
1;12.01.2009 10:31:02;111.15;
1;12.01.2009 10:31:19;110.98;
0;12.01.2009 10:32:26;111.13;
0;12.01.2009 10:33:12;111.26;
0;12.01.2009 10:34:33;111.74;
1;12.01.2009 10:35:36;111.98;
1;12.01.2009 10:37:34;111.78;
1;12.01.2009 10:39:13;112.2;
1;12.01.2009 10:40:05;112.11;
0;12.01.2009 10:42:50;112.33;
0;12.01.2009 10:43:32;112.57;
0;12.01.2009 10:44:49;112.96;
0;12.01.2009 10:46:11;113.15;
1;12.01.2009 10:48:37;113.62;
0;12.01.2009 10:49:39;113.49;
0;12.01.2009 10:49:58;113.42;
0;12.01.2009 10:51:22;113.24;
0;12.01.2009 10:52:23;112.97;
1;12.01.2009 10:53:27;112.79;
0;12.01.2009 10:54:02;113.01;
1;12.01.2009 10:54:49;113.03;
0;12.01.2009 10:55:51;112.83;
0;12.01.2009 10:56:38;112.8;
0;12.01.2009 10:58:33;112.74;
1;12.01.2009 11:00:24;112.79;
1;12.01.2009 11:02:56;113.34;
1;12.01.2009 11:03:43;112.97;
0;12.01.2009 11:08:50;113.2;
0;12.01.2009 11:09:08;113.2;
0;12.01.2009 11:12:58;113.42;
0;12.01.2009 11:13:37;113.44;
1;12.01.2009 11:15:40;113.52;
0;12.01.2009 11:23:58;113.23;
0;12.01.2009 11:28:48;113.11;
0;12.01.2009 11:30:33;113.09;
0;12.01.2009 11:35:29;112.96;
0;12.01.2009 11:35:43;112.86;
1;12.01.2009 11:45:47;112.85;
0;12.01.2009 11:51:04;113.05;
0;12.01.2009 12:00:01;113.23;
0;12.01.2009 12:02:32;113.43;
0;12.01.2009 12:06:10;113.72;
0;12.01.2009 12:09:53;113.87;
0;12.01.2009 12:10:30;113.91;
1;12.01.2009 12:12:06;114.21;
0;12.01.2009 12:13:47;114.05;
1;12.01.2009 12:17:03;114.02;
1;12.01.2009 12:21:29;114.2;
1;12.01.2009 12:23:07;114.09;
0;12.01.2009 12:26:15;114.63;
0;12.01.2009 12:26:18;114.65;
0;12.01.2009 12:27:14;114.74;
0;12.01.2009 12:28:58;115.01;
1;12.01.2009 12:30:38;115.1;
0;12.01.2009 12:33:03;114.76;
1;12.01.2009 12:33:59;114.75;
1;12.01.2009 12:36:58;114.96;
0;12.01.2009 12:54:06;114.67;
0;12.01.2009 13:04:49;114.62;
0;12.01.2009 13:09:32;114.26;
0;12.01.2009 13:11:43;114.17;
0;12.01.2009 13:15:29;113.97;
1;12.01.2009 13:18:38;113.56;
0;12.01.2009 13:20:44;113.71;
1;12.01.2009 13:21:29;113.7;
0;12.01.2009 13:22:45;113.54;
0;12.01.2009 13:25:47;113.5;
1;12.01.2009 13:26:34;113.54;
0;12.01.2009 13:27:55;113.6;
1;12.01.2009 13:34:35;113.9;
0;12.01.2009 13:39:25;113.59;
1;12.01.2009 13:45:24;113.24;
1;12.01.2009 13:48:02;113.38;
1;12.01.2009 13:55:48;113.29;
1;12.01.2009 14:16:32;113.68;
1;12.01.2009 14:18:34;113.58;
1;12.01.2009 14:23:08;113.71;
0;12.01.2009 14:28:06;113.59;
0;12.01.2009 14:30:30;113.45;
0;12.01.2009 14:45:35;113.35;
1;12.01.2009 14:49:51;112.96;
0;12.01.2009 14:58:57;113.12;
0;12.01.2009 15:02:27;113.17;
0;12.01.2009 15:06:05;113.2;
0;12.01.2009 15:07:51;113.5;
0;12.01.2009 15:12:17;113.76;
1;12.01.2009 15:27:46;114.04;
0;12.01.2009 15:32:33;113.84;
1;12.01.2009 15:33:52;113.66;
0;12.01.2009 15:41:27;113.85;
1;12.01.2009 15:44:00;113.98;
1;12.01.2009 16:01:27;113.45;
0;12.01.2009 16:05:54;113.67;
0;12.01.2009 16:14:38;113.66;
0;12.01.2009 16:35:45;113.73;
0;12.01.2009 16:38:12;113.93;
0;12.01.2009 16:40:44;114.09;
1;12.01.2009 16:42:18;114.5;
0;12.01.2009 16:48:40;114.28;
0;12.01.2009 16:57:20;114.05;
1;12.01.2009 17:00:20;114.04;
0;12.01.2009 17:01:18;114.22;
0;12.01.2009 17:02:05;114.22;
0;12.01.2009 17:14:20;114.38;
1;12.01.2009 17:20:22;114.64;
1;12.01.2009 17:20:25;114.73;
1;12.01.2009 17:20:27;114.53;
1;12.01.2009 17:20:29;114.8;
0;12.01.2009 17:21:30;114.77;
0;12.01.2009 17:24:10;115.02;
1;12.01.2009 17:31:43;115.26;
0;12.01.2009 17:36:17;115.01;
1;12.01.2009 17:40:59;114.67;
1;12.01.2009 17:42:56;114.86;
0;12.01.2009 17:44:32;114.44;
0;12.01.2009 17:44:41;114.42;
0;12.01.2009 17:52:41;114.26;
1;12.01.2009 18:03:36;114.07;
1;12.01.2009 18:06:32;114.23;
0;12.01.2009 18:12:47;113.84;
1;12.01.2009 18:15:53;113.71;
0;12.01.2009 18:26:17;113.91;
1;12.01.2009 18:30:17;113.93;
0;13.01.2009 10:30:01;112.64;
0;13.01.2009 10:30:06;112.76;
1;13.01.2009 10:30:15;112.69;
0;13.01.2009 10:30:24;112.67;
1;13.01.2009 10:30:59;113.2;
0;13.01.2009 10:31:16;113.17;
0;13.01.2009 10:33:18;113;
0;13.01.2009 10:34:16;112.74;
0;13.01.2009 10:34:57;112.49;
1;13.01.2009 10:36:12;112.09;
0;13.01.2009 10:38:27;112.4;
1;13.01.2009 10:39:21;112.47;
1;13.01.2009 10:58:31;111.97;
0;13.01.2009 11:12:42;112.35;
1;13.01.2009 11:15:27;112.55;
0;13.01.2009 11:19:38;112.44;
0;13.01.2009 11:23:01;112.25;
0;13.01.2009 11:35:53;112.17;
0;13.01.2009 11:36:15;112.14;
1;13.01.2009 11:43:59;112.16;
0;13.01.2009 11:49:25;112.26;
1;13.01.2009 11:58:31;112.4;
0;13.01.2009 12:06:12;111.98;
1;13.01.2009 12:15:49;111.72;
0;13.01.2009 12:24:19;111.93;
0;13.01.2009 12:38:55;111.95;
0;13.01.2009 12:42:40;111.96;
0;13.01.2009 12:56:14;112.03;
0;13.01.2009 13:05:51;112.11;
0;13.01.2009 13:14:08;112.28;
0;13.01.2009 13:15:38;112.6;
1;13.01.2009 13:16:23;113.07;
1;13.01.2009 13:19:06;112.87;
0;13.01.2009 13:22:07;113;
0;13.01.2009 13:22:14;113.01;
1;13.01.2009 13:22:56;113.01;
1;13.01.2009 13:24:29;112.75;
0;13.01.2009 13:26:10;112.87;
0;13.01.2009 13:30:44;112.88;
0;13.01.2009 13:33:17;112.95;
1;13.01.2009 13:35:17;112.96;
0;13.01.2009 13:39:16;112.73;
0;13.01.2009 13:41:40;112.55;
0;13.01.2009 13:49:01;112.22;
0;13.01.2009 13:49:09;112.26;
0;13.01.2009 13:49:14;112.2;
1;13.01.2009 14:08:24;111.85;
0;13.01.2009 14:18:26;112.36;
0;13.01.2009 14:30:21;112.38;
0;13.01.2009 15:03:07;112.42;
0;13.01.2009 15:04:57;112.64;
0;13.01.2009 15:16:47;112.83;
0;13.01.2009 15:22:05;112.87;
1;13.01.2009 15:22:36;112.86;
1;13.01.2009 15:48:27;112.79;
0;13.01.2009 15:53:30;112.81;
0;13.01.2009 15:54:17;113;
1;13.01.2009 15:57:00;113.01;
0;13.01.2009 16:05:37;112.83;
0;13.01.2009 16:08:15;112.8;
0;13.01.2009 16:20:20;112.6;
1;13.01.2009 16:20:35;112.58;
0;13.01.2009 16:37:14;113.01;
0;13.01.2009 16:48:28;113.28;
0;13.01.2009 16:49:23;113.3;
0;13.01.2009 16:50:48;113.3;
0;13.01.2009 16:55:29;113.31;
0;13.01.2009 16:57:48;113.65;
1;13.01.2009 17:00:57;114.12;
0;13.01.2009 17:03:04;113.87;
0;13.01.2009 17:09:23;113.68;
1;13.01.2009 17:14:35;113.52;
0;13.01.2009 17:17:14;113.76;
0;13.01.2009 17:19:57;113.88;
1;13.01.2009 17:22:19;113.92;
0;13.01.2009 17:32:16;113.73;
0;13.01.2009 17:33:46;113.48;
1;13.01.2009 17:35:38;113.39;
0;13.01.2009 17:37:09;113.55;
0;13.01.2009 17:38:48;113.71;
0;13.01.2009 17:38:58;113.8;
0;13.01.2009 17:39:07;113.84;
0;13.01.2009 17:45:39;114.08;
1;13.01.2009 17:53:08;114.42;
1;13.01.2009 17:54:45;114.24;
0;13.01.2009 17:56:20;114.4;
0;13.01.2009 17:58:42;114.7;
1;13.01.2009 17:59:48;114.92;
1;13.01.2009 18:04:22;114.75;
0;13.01.2009 18:09:11;114.96;
0;13.01.2009 18:09:15;115;
0;13.01.2009 18:09:38;115.03;
0;13.01.2009 18:12:16;115.04;
1;13.01.2009 18:15:55;115.61;
0;13.01.2009 18:19:35;115.32;
0;13.01.2009 18:21:03;115.24;
0;13.01.2009 18:23:17;114.74;
0;13.01.2009 18:33:41;114.2;
0;13.01.2009 18:34:57;114;
1;13.01.2009 18:35:37;113.97;
0;13.01.2009 18:39:50;114.15;
0;13.01.2009 18:43:48;114.17;
0;13.01.2009 18:44:46;114.2;
0;14.01.2009 10:30:04;115.08;
0;14.01.2009 10:30:10;115.38;
0;14.01.2009 10:30:20;115.33;
0;14.01.2009 10:30:53;115.59;
0;14.01.2009 10:31:03;115.7;
1;14.01.2009 10:31:29;115.71;
0;14.01.2009 10:31:52;115.56;
0;14.01.2009 10:33:35;115.3;
0;14.01.2009 10:33:44;115.27;
1;14.01.2009 10:33:50;115.27;
0;14.01.2009 10:35:36;115.73;
0;14.01.2009 10:35:55;116.1;
1;14.01.2009 10:38:22;116.38;
1;14.01.2009 10:40:57;115.81;
0;14.01.2009 10:41:14;116;
1;14.01.2009 10:41:16;116.06;
1;14.01.2009 10:42:17;115.91;
1;14.01.2009 10:43:44;116.23;
0;14.01.2009 10:45:53;115.96;
0;14.01.2009 10:45:58;115.99;
0;14.01.2009 10:47:10;115.8;
0;14.01.2009 10:48:07;115.81;
1;14.01.2009 10:52:11;115.75;
0;14.01.2009 10:56:26;115.95;
1;14.01.2009 10:58:21;115.98;
0;14.01.2009 11:05:47;115.79;
0;14.01.2009 11:07:16;115.73;
1;14.01.2009 11:09:11;115.74;
0;14.01.2009 11:24:21;116.22;
0;14.01.2009 11:28:06;116.55;
1;14.01.2009 11:29:05;116.63;
1;14.01.2009 11:33:11;116.43;
0;14.01.2009 11:36:46;116.5;
0;14.01.2009 11:36:48;116.57;
0;14.01.2009 11:40:38;116.57;
0;14.01.2009 11:43:19;116.72;
0;14.01.2009 11:44:13;116.7;
1;14.01.2009 11:50:09;116.82;
0;14.01.2009 11:53:42;116.69;
0;14.01.2009 11:55:15;116.45;
0;14.01.2009 11:58:53;116.4;
0;14.01.2009 12:06:08;116.12;
0;14.01.2009 12:08:02;116.06;
0;14.01.2009 12:08:18;116.04;
0;14.01.2009 12:09:25;115.92;
1;14.01.2009 12:11:40;115.91;
0;14.01.2009 12:18:02;116;
1;14.01.2009 12:23:00;116.16;
0;14.01.2009 12:26:17;115.98;
1;14.01.2009 12:35:15;115.93;
0;14.01.2009 12:50:27;116.16;
0;14.01.2009 12:50:49;116.15;
1;14.01.2009 12:50:53;116.21;
0;14.01.2009 12:52:34;116.06;
0;14.01.2009 12:54:44;115.99;
0;14.01.2009 13:01:05;115.46;
0;14.01.2009 13:02:58;115.4;
0;14.01.2009 13:06:10;115.14;
0;14.01.2009 13:07:52;115.14;
0;14.01.2009 13:11:28;115.18;
0;14.01.2009 13:14:36;115.06;
0;14.01.2009 13:17:04;114.48;
0;14.01.2009 13:18:06;114.47;
1;14.01.2009 13:18:24;114.45;
1;14.01.2009 13:22:45;114.7;
0;14.01.2009 13:26:27;114.34;
0;14.01.2009 13:26:41;114.29;
0;14.01.2009 13:27:28;114.27;
1;14.01.2009 13:28:59;114.28;
0;14.01.2009 13:29:52;114.54;
0;14.01.2009 13:32:01;114.54;
0;14.01.2009 13:42:01;114.61;
0;14.01.2009 13:48:16;114.74;
1;14.01.2009 14:00:51;114.95;
0;14.01.2009 14:10:42;114.67;
0;14.01.2009 14:20:22;114.52;
1;14.01.2009 14:27:42;114.41;
1;14.01.2009 14:33:06;114.53;
0;14.01.2009 14:40:09;114.38;
0;14.01.2009 14:41:43;114.4;
1;14.01.2009 14:42:55;114.38;
0;14.01.2009 15:03:55;114.7;
0;14.01.2009 15:35:01;115.17;
0;14.01.2009 15:36:55;115.16;
1;14.01.2009 15:39:57;115.57;
0;14.01.2009 15:44:03;115.1;
0;14.01.2009 15:51:11;114.9;
0;14.01.2009 16:04:57;114.61;
0;14.01.2009 16:07:00;114.26;
0;14.01.2009 16:12:09;113.88;
0;14.01.2009 16:12:46;113.74;
0;14.01.2009 16:14:12;113.68;
0;14.01.2009 16:17:02;113.62;
0;14.01.2009 16:17:32;113.61;
1;14.01.2009 16:17:55;113.6;
1;14.01.2009 16:18:40;113.68;
0;14.01.2009 16:21:09;113.62;
1;14.01.2009 16:21:20;113.59;
0;14.01.2009 16:22:38;113.72;
0;14.01.2009 16:23:07;113.69;
0;14.01.2009 16:24:08;113.72;
1;14.01.2009 16:28:41;113.84;
1;14.01.2009 16:30:17;113.49;
1;14.01.2009 16:31:49;113.44;
0;14.01.2009 16:34:18;112.94;
0;14.01.2009 16:40:05;112.77;
0;14.01.2009 16:40:13;112.72;
0;14.01.2009 16:41:40;112.71;
0;14.01.2009 16:49:31;112.45;
0;14.01.2009 16:50:03;112.45;
0;14.01.2009 16:50:50;112.26;
0;14.01.2009 16:51:07;112.25;
0;14.01.2009 16:51:25;112.25;
0;14.01.2009 16:52:27;112.3;
0;14.01.2009 16:53:20;112.03;
1;14.01.2009 16:54:27;111.95;
1;14.01.2009 16:55:55;112.23;
0;14.01.2009 16:57:54;111.8;
0;14.01.2009 16:58:17;111.79;
1;14.01.2009 16:58:21;111.78;
1;14.01.2009 17:00:18;112.02;
0;14.01.2009 17:03:19;111.9;
0;14.01.2009 17:03:36;111.73;
0;14.01.2009 17:05:50;111.47;
0;14.01.2009 17:07:19;111.4;
0;14.01.2009 17:07:34;111.42;
0;14.01.2009 17:07:48;111.39;
0;14.01.2009 17:07:58;111.43;
0;14.01.2009 17:08:10;111.3;
0;14.01.2009 17:08:18;111.18;
0;14.01.2009 17:08:24;111.16;
1;14.01.2009 17:09:27;110.8;
0;14.01.2009 17:11:45;111.02;
0;14.01.2009 17:15:28;111.07;
1;14.01.2009 17:15:49;111.08;
1;14.01.2009 17:17:55;110.9;
0;14.01.2009 17:22:19;111.04;
0;14.01.2009 17:26:23;111.21;
1;14.01.2009 17:29:10;111.31;
0;14.01.2009 17:32:50;111.03;
1;14.01.2009 17:33:33;111.06;
1;14.01.2009 17:36:24;111.18;
1;14.01.2009 17:40:25;110.95;
1;14.01.2009 17:43:12;111.16;
0;14.01.2009 17:43:42;111.02;
0;14.01.2009 17:45:26;110.4;
0;14.01.2009 17:46:11;110.46;
0;14.01.2009 17:47:23;109.94;
0;14.01.2009 17:47:48;109.99;
0;14.01.2009 17:47:51;109.97;
0;14.01.2009 17:48:00;109.91;
0;14.01.2009 17:48:03;109.91;
1;14.01.2009 17:49:14;109.83;
0;14.01.2009 17:49:16;109.59;
0;14.01.2009 17:50:25;109.82;
0;14.01.2009 17:51:15;109.95;
0;14.01.2009 17:52:39;110.01;
0;14.01.2009 17:54:45;110.08;
0;14.01.2009 17:56:13;110.22;
0;14.01.2009 17:58:36;110.71;
1;14.01.2009 17:58:54;110.82;
1;14.01.2009 18:00:42;110.59;
1;14.01.2009 18:02:41;110.66;
1;14.01.2009 18:05:26;110.46;
0;14.01.2009 18:09:07;110.61;
1;14.01.2009 18:09:46;110.63;
0;14.01.2009 18:12:17;110.24;
0;14.01.2009 18:12:52;110.13;
0;14.01.2009 18:12:59;110.14;
0;14.01.2009 18:13:53;109.94;
0;14.01.2009 18:14:40;109.9;
0;14.01.2009 18:15:22;109.88;
0;14.01.2009 18:16:26;109.69;
0;14.01.2009 18:17:29;109.4;
0;14.01.2009 18:18:26;109.36;
0;14.01.2009 18:18:29;109.36;
0;14.01.2009 18:18:38;109.35;
0;14.01.2009 18:21:45;109.05;
0;14.01.2009 18:27:48;108.98;
0;14.01.2009 18:31:18;108.79;
0;14.01.2009 18:31:29;108.79;
0;14.01.2009 18:33:39;108.81;
0;14.01.2009 18:33:46;108.75;
0;14.01.2009 18:33:49;108.8;
0;14.01.2009 18:34:12;108.47;
0;14.01.2009 18:34:15;108.44;
0;14.01.2009 18:34:58;108.34;
1;15.01.2009 10:30:05;107.16;
1;15.01.2009 10:30:06;106.9;
0;15.01.2009 10:30:14;106.77;
1;15.01.2009 10:30:35;106.39;
0;15.01.2009 10:31:35;107.25;
0;15.01.2009 10:32:13;107.38;
0;15.01.2009 10:33:26;107.65;
0;15.01.2009 10:33:29;107.66;
1;15.01.2009 10:34:00;108.02;
0;15.01.2009 10:34:15;107.72;
0;15.01.2009 10:34:55;107.76;
1;15.01.2009 10:35:34;107.71;
0;15.01.2009 10:37:16;108.3;
0;15.01.2009 10:37:24;108.3;
0;15.01.2009 10:38:31;108.55;
0;15.01.2009 10:39:27;108.85;
1;15.01.2009 10:40:05;109.05;
0;15.01.2009 10:40:14;108.97;
1;15.01.2009 10:41:07;108.86;
1;15.01.2009 10:42:20;109.03;
1;15.01.2009 10:43:51;108.44;
0;15.01.2009 10:44:42;108.53;
0;15.01.2009 10:46:23;108.7;
1;15.01.2009 10:47:55;109.07;
0;15.01.2009 10:49:24;108.96;
0;15.01.2009 10:49:28;108.87;
1;15.01.2009 10:51:22;108.7;
0;15.01.2009 10:52:19;108.94;
1;15.01.2009 10:53:19;108.97;
0;15.01.2009 10:54:07;108.8;
0;15.01.2009 10:54:09;108.78;
1;15.01.2009 10:55:11;108.55;
1;15.01.2009 10:56:05;108.65;
1;15.01.2009 10:56:52;108.59;
0;15.01.2009 10:57:37;108.62;
0;15.01.2009 10:58:07;108.67;
0;15.01.2009 10:58:57;108.8;
0;15.01.2009 10:59:44;108.85;
0;15.01.2009 11:02:38;109.19;
0;15.01.2009 11:05:35;109.35;
1;15.01.2009 11:05:54;109.53;
0;15.01.2009 11:08:17;109.16;
0;15.01.2009 11:13:39;109.04;
0;15.01.2009 11:14:58;109.01;
0;15.01.2009 11:16:33;108.73;
0;15.01.2009 11:18:44;108.64;
0;15.01.2009 11:20:13;108.2;
0;15.01.2009 11:20:31;108.23;
1;15.01.2009 11:20:38;108.03;
1;15.01.2009 11:23:03;108.34;
1;15.01.2009 11:26:26;108.22;
1;15.01.2009 11:27:49;108.49;
0;15.01.2009 11:30:01;108.26;
0;15.01.2009 11:30:49;108.18;
0;15.01.2009 11:32:04;107.98;
0;15.01.2009 11:32:45;107.79;
0;15.01.2009 11:34:00;107.33;
1;15.01.2009 11:35:19;106.99;
1;15.01.2009 11:36:10;107.25;
0;15.01.2009 11:37:37;107.03;
0;15.01.2009 11:37:58;106.96;
0;15.01.2009 11:38:08;106.83;
0;15.01.2009 11:38:13;106.79;
0;15.01.2009 11:38:25;106.75;
0;15.01.2009 11:39:22;106.58;
0;15.01.2009 11:41:31;106.49;
0;15.01.2009 11:41:37;106.48;
0;15.01.2009 11:42:54;105.99;
0;15.01.2009 11:43:37;105.88;
0;15.01.2009 11:43:46;105.77;
0;15.01.2009 11:43:56;105.72;
0;15.01.2009 11:44:34;105.48;
1;15.01.2009 11:45:28;105.49;
0;15.01.2009 11:46:17;105.64;
0;15.01.2009 11:46:34;105.76;
1;15.01.2009 11:47:01;105.75;
0;15.01.2009 11:47:55;105.69;
0;15.01.2009 11:48:44;105.54;
1;15.01.2009 11:48:51;105.66;
0;15.01.2009 11:50:20;105.81;
0;15.01.2009 11:50:46;106;
0;15.01.2009 11:50:52;106.03;
0;15.01.2009 11:52:49;106.1;
0;15.01.2009 11:55:02;106.43;
0;15.01.2009 11:55:16;106.44;
0;15.01.2009 11:56:44;106.77;
0;15.01.2009 11:56:49;106.81;
0;15.01.2009 11:57:15;106.83;
1;15.01.2009 11:57:29;106.94;
0;15.01.2009 11:57:55;106.81;
1;15.01.2009 12:00:01;106.45;
1;15.01.2009 12:01:52;106.7;
1;15.01.2009 12:03:08;106.6;
1;15.01.2009 12:05:37;106.67;
0;15.01.2009 12:07:41;106.5;
0;15.01.2009 12:07:58;106.39;
0;15.01.2009 12:08:08;106.39;
1;15.01.2009 12:08:43;106.25;
0;15.01.2009 12:09:40;106.42;
0;15.01.2009 12:11:01;106.59;
1;15.01.2009 12:13:26;106.63;
0;15.01.2009 12:16:45;106.18;
0;15.01.2009 12:17:08;105.85;
1;15.01.2009 12:17:16;105.94;
0;15.01.2009 12:19:26;106.09;
0;15.01.2009 12:20:18;106.08;
0;15.01.2009 12:24:37;106.21;
0;15.01.2009 12:28:45;106.77;
0;15.01.2009 12:31:21;107.05;
1;15.01.2009 12:33:03;107.31;
0;15.01.2009 12:36:01;107.11;
1;15.01.2009 12:40:13;106.84;
0;15.01.2009 12:42:01;107.04;
0;15.01.2009 12:43:24;107.13;
0;15.01.2009 12:45:49;107.26;
0;15.01.2009 12:46:44;107.51;
0;15.01.2009 12:47:04;107.61;
0;15.01.2009 12:48:17;107.74;
0;15.01.2009 12:49:54;107.82;
0;15.01.2009 12:50:19;108;
0;15.01.2009 12:50:24;108;
0;15.01.2009 12:50:30;108.02;
0;15.01.2009 12:50:48;108.03;
1;15.01.2009 12:50:53;108.02;
1;15.01.2009 12:51:49;107.95;
0;15.01.2009 12:55:09;108.31;
0;15.01.2009 12:57:09;108.28;
0;15.01.2009 12:57:51;108.3;
1;15.01.2009 12:58:00;108.31;
0;15.01.2009 13:01:46;107.99;
1;15.01.2009 13:05:16;107.82;
0;15.01.2009 13:11:30;108.54;
0;15.01.2009 13:11:34;108.46;
0;15.01.2009 13:13:26;108.59;
0;15.01.2009 13:13:36;108.69;
1;15.01.2009 13:15:51;108.92;
0;15.01.2009 13:17:32;108.65;
0;15.01.2009 13:17:37;108.64;
0;15.01.2009 13:18:15;108.59;
1;15.01.2009 13:19:05;108.49;
1;15.01.2009 13:20:37;108.62;
0;15.01.2009 13:22:45;108.51;
1;15.01.2009 13:25:43;108.47;
1;15.01.2009 13:27:16;108.59;
0;15.01.2009 13:33:08;108.07;
0;15.01.2009 13:34:55;107.95;
1;15.01.2009 13:37:12;107.85;
0;15.01.2009 13:38:03;108.02;
0;15.01.2009 13:39:20;108.45;
0;15.01.2009 13:40:27;108.51;
0;15.01.2009 13:44:16;108.84;
0;15.01.2009 13:45:02;108.73;
0;15.01.2009 13:45:36;108.8;
0;15.01.2009 13:46:10;108.86;
0;15.01.2009 13:47:27;109.06;
0;15.01.2009 13:49:28;109.19;
1;15.01.2009 13:51:22;109.21;
0;15.01.2009 13:52:43;109.07;
0;15.01.2009 13:53:01;109.06;
1;15.01.2009 13:53:46;109.03;
1;15.01.2009 14:02:12;109.5;
1;15.01.2009 14:02:21;109.48;
0;15.01.2009 14:05:50;109.84;
1;15.01.2009 14:06:08;110.05;
1;15.01.2009 14:08:18;109.88;
0;15.01.2009 14:09:11;110.07;
0;15.01.2009 14:09:56;110.15;
0;15.01.2009 14:11:24;110.2;
1;15.01.2009 14:12:10;110.32;
0;15.01.2009 14:15:05;109.98;
0;15.01.2009 14:16:49;109.71;
1;15.01.2009 14:17:11;109.7;
0;15.01.2009 14:17:37;109.87;
0;15.01.2009 14:19:41;110.23;
1;15.01.2009 14:21:10;110.3;
0;15.01.2009 14:22:25;110;
0;15.01.2009 14:25:07;109.86;
0;15.01.2009 14:26:49;109.4;
1;15.01.2009 14:27:02;109.39;
0;15.01.2009 14:28:29;109.53;
0;15.01.2009 14:29:24;109.49;
0;15.01.2009 14:30:52;110.49;
1;15.01.2009 14:31:15;110.51;
0;15.01.2009 14:31:27;110.39;
0;15.01.2009 14:31:42;110.39;
1;15.01.2009 14:34:11;109.97;
0;15.01.2009 14:36:16;110.21;
0;15.01.2009 14:36:42;110.27;
0;15.01.2009 14:38:17;110.21;
1;15.01.2009 14:40:43;110.35;
0;15.01.2009 14:44:35;110.02;
